x y z
0.45866339608496187 0.5647129067602792 0.44880996357639635
0.2315018479841794 0.11979104075804758 0.5785130240696276
0.020499948372313614 0.10385752241448731 0.6780544383512735
0.07823779312409218 0.9263664453161391 0.13090101809875898
0.5667343789993792 0.47018148847243835 0.5425555736922572
0.5680164906833866 0.6155360105368476 0.013435805978733395
0.19464547931405707 0.5053701056374947 0.8214801654691989
0.18163282333926112 0.33627253101615084 0.26255758415054187
0.7292571366507599 0.372115443857315 0.9996033857413303
0.09673573482994291 0.6339451147359596 0.6721701526329409
0.1686785698395128 0.1745809498544595 0.71187947678607
0.5413366039150381 0.4352870932397208 0.9488099635763964
0.7684981520158206 0.8802089592419524 0.07851302406962757
0.9795000516276864 0.8961424775855127 0.17805443835127355
0.9217622068759078 0.0736335546838609 0.630901018098759
0.4332656210006208 0.5298185115275617 0.042555573692257154
0.43198350931661345 0.3844639894631524 0.5134358059787334
0.8053545206859429 0.49462989436250526 0.3214801654691989
0.8183671766607389 0.6637274689838492 0.7625575841505419
0.27074286334924014 0.627884556142685 0.49960338574133034
0.9032642651700571 0.3660548852640404 0.1721701526329409
0.8313214301604872 0.8254190501455405 0.21187947678607
0.45866339608496187 0.4352870932397208 0.5511900364236036
0.2315018479841794 0.8802089592419524 0.42148697593037243
0.020499948372313614 0.8961424775855127 0.32194556164872645
0.07823779312409218 0.0736335546838609 0.869098981901241
0.5667343789993792 0.5298185115275617 0.45744442630774285
0.5680164906833866 0.3844639894631524 0.9865641940212666
0.19464547931405707 0.49462989436250526 0.1785198345308011
0.18163282333926112 0.6637274689838492 0.7374424158494581
0.7292571366507599 0.627884556142685 0.0003966142586696586
0.09673573482994291 0.3660548852640404 0.3278298473670591
0.1686785698395128 0.8254190501455405 0.28812052321393
0.5413366039150381 0.5647129067602792 0.051190036423603646
0.7684981520158206 0.11979104075804758 0.9214869759303724
0.9795000516276864 0.10385752241448731 0.8219455616487265
0.9217622068759078 0.9263664453161391 0.369098981901241
0.4332656210006208 0.47018148847243835 0.9574444263077428
0.43198350931661345 0.6155360105368476 0.4865641940212666
0.8053545206859429 0.5053701056374947 0.6785198345308011
0.8183671766607389 0.33627253101615084 0.23744241584945813
0.27074286334924014 0.372115443857315 0.5003966142586697
0.9032642651700571 0.6339451147359596 0.8278298473670591
0.8313214301604872 0.1745809498544595 0.78812052321393
0.5413366039150381 0.4352870932397208 0.5511900364236036
0.7684981520158206 0.8802089592419524 0.42148697593037243
0.9795000516276864 0.8961424775855127 0.32194556164872645
0.9217622068759078 0.0736335546838609 0.869098981901241
0.4332656210006208 0.5298185115275617 0.45744442630774285
0.43198350931661345 0.3844639894631524 0.9865641940212666
0.8053545206859429 0.49462989436250526 0.1785198345308011
0.8183671766607389 0.6637274689838492 0.7374424158494581
0.27074286334924014 0.627884556142685 0.0003966142586696586
0.9032642651700571 0.3660548852640404 0.3278298473670591
0.8313214301604872 0.8254190501455405 0.28812052321393
0.45866339608496187 0.5647129067602792 0.051190036423603646
0.2315018479841794 0.11979104075804758 0.9214869759303724
0.020499948372313614 0.10385752241448731 0.8219455616487265
0.07823779312409218 0.9263664453161391 0.369098981901241
0.5667343789993792 0.47018148847243835 0.9574444263077428
0.5680164906833866 0.6155360105368476 0.4865641940212666
0.19464547931405707 0.5053701056374947 0.6785198345308011
0.18163282333926112 0.33627253101615084 0.23744241584945813
0.7292571366507599 0.372115443857315 0.5003966142586697
0.09673573482994291 0.6339451147359596 0.8278298473670591
0.1686785698395128 0.1745809498544595 0.78812052321393
0.5413366039150381 0.5647129067602792 0.44880996357639635
0.7684981520158206 0.11979104075804758 0.5785130240696276
0.9795000516276864 0.10385752241448731 0.6780544383512735
0.9217622068759078 0.9263664453161391 0.13090101809875898
0.4332656210006208 0.47018148847243835 0.5425555736922572
0.43198350931661345 0.6155360105368476 0.013435805978733395
0.8053545206859429 0.5053701056374947 0.8214801654691989
0.8183671766607389 0.33627253101615084 0.26255758415054187
0.27074286334924014 0.372115443857315 0.9996033857413303
0.9032642651700571 0.6339451147359596 0.6721701526329409
0.8313214301604872 0.1745809498544595 0.71187947678607
0.45866339608496187 0.4352870932397208 0.9488099635763964
0.2315018479841794 0.8802089592419524 0.07851302406962757
0.020499948372313614 0.8961424775855127 0.17805443835127355
0.07823779312409218 0.0736335546838609 0.630901018098759
0.5667343789993792 0.5298185115275617 0.042555573692257154
0.5680164906833866 0.3844639894631524 0.5134358059787334
0.19464547931405707 0.49462989436250526 0.3214801654691989
0.18163282333926112 0.6637274689838492 0.7625575841505419
0.7292571366507599 0.627884556142685 0.49960338574133034
0.09673573482994291 0.3660548852640404 0.1721701526329409
0.1686785698395128 0.8254190501455405 0.21187947678607
0.9586633960849619 0.06471290676027919 0.44880996357639635
0.7315018479841794 0.6197910407580476 0.5785130240696276
0.5204999483723136 0.6038575224144873 0.6780544383512735
0.5782377931240922 0.4263664453161391 0.13090101809875898
0.06673437899937917 0.9701814884724383 0.5425555736922572
0.06801649068338655 0.11553601053684759 0.013435805978733395
0.6946454793140571 0.005370105637494738 0.8214801654691989
0.6816328233392611 0.8362725310161508 0.26255758415054187
0.22925713665075986 0.872115443857315 0.9996033857413303
0.5967357348299429 0.1339451147359596 0.6721701526329409
0.6686785698395128 0.6745809498544595 0.71187947678607
0.04133660391503813 0.9352870932397208 0.9488099635763964
0.2684981520158206 0.3802089592419524 0.07851302406962757
0.4795000516276864 0.3961424775855127 0.17805443835127355
0.4217622068759078 0.5736335546838609 0.630901018098759
0.9332656210006208 0.029818511527561653 0.042555573692257154
0.9319835093166134 0.8844639894631524 0.5134358059787334
0.30535452068594293 0.9946298943625053 0.3214801654691989
0.3183671766607389 0.16372746898384916 0.7625575841505419
0.7707428633492401 0.127884556142685 0.49960338574133034
0.4032642651700571 0.8660548852640404 0.1721701526329409
0.3313214301604872 0.3254190501455405 0.21187947678607
0.9586633960849619 0.9352870932397208 0.5511900364236036
0.7315018479841794 0.3802089592419524 0.42148697593037243
0.5204999483723136 0.3961424775855127 0.32194556164872645
0.5782377931240922 0.5736335546838609 0.869098981901241
0.06673437899937917 0.029818511527561653 0.45744442630774285
0.06801649068338655 0.8844639894631524 0.9865641940212666
0.6946454793140571 0.9946298943625053 0.1785198345308011
0.6816328233392611 0.16372746898384916 0.7374424158494581
0.22925713665075986 0.127884556142685 0.0003966142586696586
0.5967357348299429 0.8660548852640404 0.3278298473670591
0.6686785698395128 0.3254190501455405 0.28812052321393
0.04133660391503813 0.06471290676027919 0.051190036423603646
0.2684981520158206 0.6197910407580476 0.9214869759303724
0.4795000516276864 0.6038575224144873 0.8219455616487265
0.4217622068759078 0.4263664453161391 0.369098981901241
0.9332656210006208 0.9701814884724383 0.9574444263077428
0.9319835093166134 0.11553601053684759 0.4865641940212666
0.30535452068594293 0.005370105637494738 0.6785198345308011
0.3183671766607389 0.8362725310161508 0.23744241584945813
0.7707428633492401 0.872115443857315 0.5003966142586697
0.4032642651700571 0.1339451147359596 0.8278298473670591
0.3313214301604872 0.6745809498544595 0.78812052321393
