x y z
0.025802506160107486 0.6050462446591497 0.22250547961509093
0.08894028241637675 0.6014829267221966 0.3017662607473809
0.9498722791897332 0.34167589727723335 0.3591275979631452
0.1842789519267164 0.9692020778643841 0.413885691691121
0.8181331708112125 0.08857978749108864 0.0006406868767496743
0.5951940844415997 0.09237588085818416 0.6131632104004099
0.6982782924805097 0.9622170523696086 0.7371531084130161
0.11421238976250847 0.9824364727330214 0.1324915269467961
0.818622760775784 0.7889773486241837 0.2929278550099831
0.6508016000522485 0.09102158541413963 0.16903419745269477
0.5982760994611663 0.8620084804475523 0.36411029535605866
0.931892178217315 0.35599822815468907 0.49280790457285006
0.2719831420847336 0.3034986359982954 0.9288713388423798
0.7739611227621795 0.42451819415981007 0.1042944783632791
0.23411199270515592 0.6063195814955654 0.23531123921753605
0.7689665597041931 0.06803607035115145 0.2967117564755286
0.914374933096266 0.2743826349425148 0.7368525623150318
0.4108106934890722 0.27107963998658013 0.7734591536160326
0.7921325525159557 0.747770099380237 0.710738561227355
0.11723319036792679 0.7017781877318054 0.7773685451882524
0.9130534010616693 0.24719596898229246 0.35052117530627447
0.01611863332084562 0.7986380029052135 0.46101660492570706
0.5543699448292438 0.20100645437110354 0.8503940171909293
0.32881360905443013 0.31326943419598663 0.45670036923062385
0.07226973934591863 0.6039175771047057 0.3161970914272425
0.8774483732546583 0.11663920526400606 0.9536981507183702
0.7275203984893859 0.8946239242899849 0.7069715284594285
0.814879670780171 0.9748170397474691 0.23962789911237525
0.38342555282211743 0.8508057629573454 0.5351612387627929
0.6051375799659324 0.8744132013118532 0.5594192455439568
0.25489653164502124 0.5623844171694627 0.963280793592119
0.05259552789399813 0.5678295998135984 0.5293442094742723
0.7618887824222227 0.8595066472351633 0.41326609227555466
0.8444351765888883 0.07914594351441817 0.39533102628327166
0.24126192313605577 0.6336878480278479 0.9712420203961408
0.38037262907933356 0.337823781829521 0.9345913809879715
0.9741974938398925 0.3949537553408503 0.7225054796150909
0.9110597175836233 0.3985170732778034 0.8017662607473809
0.05012772081026684 0.6583241027227666 0.8591275979631452
0.8157210480732836 0.03079792213561594 0.913885691691121
0.1818668291887875 0.9114202125089114 0.5006406868767497
0.4048059155584003 0.9076241191418158 0.11316321040040989
0.30172170751949035 0.03778294763039136 0.23715310841301607
0.8857876102374915 0.01756352726697863 0.6324915269467961
